,Emp No,Month,Department,rank,week_ot,weekend_ot,night_ot,net_ot,weekend_ratio,cluster
370,170,2,C,G1D,5.714285714,4.285714286,2.142857143,1.428571429,1,3
371,171,2,D,G3,10.43478261,7.619047619,6.956521739,2.81573499,1,3
372,172,2,D,G1S,19.375,0,0.625,19.375,0,2
373,173,2,D,G3,8.695652174,7.619047619,2.608695652,1.076604555,1,3
374,174,2,A,G1D,10,7.142857143,1.428571429,2.857142857,1,3
375,175,2,A,G3,31.30434783,1.904761905,3.47826087,29.39958592,0.064788732,1
376,176,2,A,G2,13.63636364,1.818181818,1.818181818,11.81818182,0.153846154,0
377,177,2,A,G2,29.09090909,0.909090909,2.727272727,28.18181818,0.032258065,1
378,178,2,C,G3,29.56521739,10.47619048,3.47826087,19.08902692,0.548806941,2
379,179,2,B,G1D,23.57142857,0,3.571428571,23.57142857,0,2
380,180,2,A,G1D,23.57142857,3.571428571,5.714285714,20,0.178571429,2
381,181,2,B,G3,15.65217391,4.761904762,5.217391304,10.89026915,0.437262357,0
382,182,2,A,G1D,0,7.142857143,0,7,0,3
383,183,2,A,G3,4.347826087,3.80952381,2.608695652,0.538302277,1,3
384,184,2,B,G1D,10.71428571,7.857142857,3.571428571,2.857142857,1,3
385,185,2,A,G3,12.17391304,0.952380952,6.956521739,11.22153209,0.084870849,0
386,186,2,D,G1D,10.71428571,6.428571429,2.857142857,4.285714286,1,3
387,187,2,C,G1D,15,6.428571429,1.428571429,8.571428571,0.75,0
388,188,2,C,G2,6.363636364,5.454545455,9.090909091,0.909090909,1,3
389,189,2,B,G1S,11.875,2.5,6.875,9.375,0.266666667,0
390,190,2,D,G3,1.739130435,0.952380952,7.826086957,0.786749482,1,3
391,191,2,C,G2,37.27272727,10,1.818181818,27.27272727,0.366666667,1
392,192,2,C,G2,39.09090909,5.454545455,1.818181818,33.63636364,0.162162162,1
393,193,2,D,G1D,2.857142857,7.142857143,0.714285714,7,0,3
394,194,2,A,G2,30.90909091,0.909090909,0,30,0.03030303,1
395,195,2,B,G2,31.81818182,3.636363636,3.636363636,28.18181818,0.129032258,1
396,196,2,B,G1D,17.85714286,4.285714286,5,13.57142857,0.315789474,0
397,197,2,D,G1D,11.42857143,1.428571429,2.857142857,10,0.142857143,0
398,198,2,A,G1S,11.875,1.25,5.625,10.625,0.117647059,0
399,199,2,C,G1D,2.142857143,1.428571429,5,0.714285714,1,3
400,0,3,B,G1S,15,5,2.5,10,0.5,0
401,1,3,D,G1D,27.14285714,7.857142857,5,19.28571429,0.407407407,2
402,2,3,B,G1S,0.625,5,4.375,4,0,3
403,3,3,C,G3,29.56521739,10.47619048,5.217391304,19.08902692,0.548806941,2
404,4,3,A,G1S,18.125,2.5,5.625,15.625,0.16,0
405,5,3,B,G1S,19.375,4.375,0,15,0.291666667,0
406,6,3,D,G1D,30.71428571,1.428571429,2.142857143,29.28571429,0.048780488,1
407,7,3,D,G2,3.636363636,5.454545455,6.363636364,11,0,0
408,8,3,C,G1D,10.71428571,2.142857143,4.285714286,8.571428571,0.25,0
409,9,3,B,G1D,19.28571429,4.285714286,7.857142857,15,0.285714286,0
410,10,3,A,G1S,19.375,1.875,6.875,17.5,0.107142857,2
411,11,3,C,G1S,3.75,3.75,3.125,4,0,3
412,12,3,C,G2,30.90909091,10,1.818181818,20.90909091,0.47826087,2
413,13,3,D,G1D,15,5.714285714,1.428571429,9.285714286,0.615384615,0
414,14,3,D,G1D,17.14285714,7.142857143,3.571428571,10,0.714285714,0
415,15,3,B,G1S,20.625,1.875,5,18.75,0.1,2
416,16,3,B,G1S,17.5,1.875,5,15.625,0.12,0
417,17,3,C,G1D,23.57142857,0,6.428571429,23.57142857,0,2
418,18,3,D,G1S,25.625,0,4.375,25.625,0,1
419,19,3,C,G2,25.45454545,3.636363636,8.181818182,21.81818182,0.166666667,2
420,20,3,C,G1S,23.75,0,1.25,23.75,0,2
421,21,3,B,G1S,17.5,6.25,6.25,11.25,0.555555556,0
422,22,3,D,G2,17.27272727,0,6.363636364,17.27272727,0,2
423,23,3,C,G1D,17.14285714,7.857142857,0,9.285714286,0.846153846,0
424,24,3,D,G3,36.52173913,7.619047619,3.47826087,28.90269151,0.263610315,1
425,25,3,B,G3,27.82608696,0.952380952,9.565217391,26.873706,0.035439137,1
426,26,3,D,G1S,0.625,6.25,5,4,0,3
427,27,3,A,G2,23.63636364,2.727272727,1.818181818,20.90909091,0.130434783,2
428,28,3,A,G3,33.04347826,10.47619048,5.217391304,22.56728778,0.464220183,2
429,29,3,C,G1D,5,0,4.285714286,5,0,3
430,30,3,D,G3,36.52173913,10.47619048,3.47826087,26.04554865,0.402225755,1
431,31,3,D,G3,36.52173913,0.952380952,1.739130435,35.56935818,0.02677532,1
432,32,3,A,G3,10.43478261,5.714285714,1.739130435,4.720496894,1,3
433,33,3,A,G1D,19.28571429,3.571428571,7.142857143,15.71428571,0.227272727,0
434,34,3,A,G1S,23.75,5.625,6.875,18.125,0.310344828,2
435,35,3,B,G2,17.27272727,5.454545455,8.181818182,11.81818182,0.461538462,0
436,36,3,A,G1D,17.14285714,4.285714286,0,12.85714286,0.333333333,0
437,37,3,B,G3,15.65217391,3.80952381,1.739130435,11.8426501,0.321678322,0
438,38,3,A,G3,13.04347826,5.714285714,9.565217391,7.329192547,0.779661017,3
439,39,3,B,G2,20.90909091,6.363636364,8.181818182,14.54545455,0.4375,0
440,40,3,A,G3,1.739130435,1.904761905,1.739130435,12,0,0
441,41,3,D,G1S,18.75,0.625,0.625,18.125,0.034482759,2
442,42,3,B,G3,11.30434783,0.952380952,4.347826087,10.35196687,0.092,0
443,43,3,C,G2,34.54545455,8.181818182,2.727272727,26.36363636,0.310344828,1
444,44,3,B,G1D,25.71428571,6.428571429,2.857142857,19.28571429,0.333333333,2
445,45,3,B,G1S,21.25,0.625,5.625,20.625,0.03030303,2
446,46,3,C,G1S,18.125,5.625,6.875,12.5,0.45,0
447,47,3,C,G1D,4.285714286,7.857142857,7.142857143,7,0,3
448,48,3,C,G1D,30,7.857142857,6.428571429,22.14285714,0.35483871,2
449,49,3,C,G1D,25,0.714285714,5,24.28571429,0.029411765,2
450,50,3,B,G3,25.2173913,10.47619048,9.565217391,14.74120083,0.710674157,0
451,51,3,A,G1D,13.57142857,7.142857143,5.714285714,6.428571429,1,3
452,52,3,D,G3,13.04347826,1.904761905,8.695652174,11.13871636,0.171003717,0
453,53,3,B,G1S,0,6.875,3.75,4,0,3
454,54,3,A,G1D,6.428571429,0.714285714,7.142857143,5.714285714,0.125,3
455,55,3,C,G3,36.52173913,0.952380952,6.956521739,35.56935818,0.02677532,1
456,56,3,C,G3,10.43478261,8.571428571,6.956521739,1.863354037,1,3
457,57,3,D,G2,16.36363636,10,1.818181818,6.363636364,1,3
458,58,3,A,G1S,3.75,3.125,5.625,0.625,1,3
459,59,3,B,G2,17.27272727,8.181818182,5.454545455,9.090909091,0.9,0
460,60,3,A,G1D,12.85714286,2.142857143,4.285714286,10.71428571,0.2,0
461,61,3,C,G1S,7.5,4.375,5.625,3.125,1,3
462,62,3,C,G3,5.217391304,5.714285714,4.347826087,12,0,0
463,63,3,B,G3,35.65217391,7.619047619,6.086956522,28.03312629,0.271787297,1
464,64,3,B,G3,33.91304348,4.761904762,6.956521739,29.15113872,0.163352273,1
465,65,3,C,G1D,15,0.714285714,0.714285714,14.28571429,0.05,0
466,66,3,A,G1S,8.125,6.875,5,1.25,1,3
467,67,3,C,G3,31.30434783,9.523809524,9.565217391,21.7805383,0.437262357,2
468,68,3,D,G2,25.45454545,7.272727273,5.454545455,18.18181818,0.4,2
469,69,3,A,G3,14.7826087,3.80952381,6.956521739,10.97308489,0.347169811,0
470,70,3,D,G2,0.909090909,6.363636364,6.363636364,11,0,0
471,71,3,A,G3,2.608695652,1.904761905,9.565217391,0.703933747,1,3
472,72,3,D,G1D,29.28571429,1.428571429,2.142857143,27.85714286,0.051282051,1
473,73,3,B,G1S,20.625,6.25,3.125,14.375,0.434782609,0
474,74,3,D,G1D,30,7.857142857,2.857142857,22.14285714,0.35483871,2
475,75,3,A,G2,0.909090909,4.545454545,0,11,0,0
476,76,3,A,G1S,24.375,5.625,2.5,18.75,0.3,2
477,77,3,C,G1D,5.714285714,0,2.857142857,5.714285714,0,3
478,78,3,B,G1D,15.71428571,2.857142857,6.428571429,12.85714286,0.222222222,0
479,79,3,A,G2,39.09090909,5.454545455,0,33.63636364,0.162162162,1
480,80,3,D,G2,23.63636364,7.272727273,8.181818182,16.36363636,0.444444444,2
481,81,3,A,G3,20.86956522,4.761904762,6.086956522,16.10766046,0.29562982,2
482,82,3,C,G1D,20.71428571,0.714285714,2.142857143,20,0.035714286,2
483,83,3,D,G1D,17.85714286,3.571428571,3.571428571,14.28571429,0.25,0
484,84,3,C,G1D,9.285714286,5,5.714285714,4.285714286,1,3
485,85,3,D,G1S,5.625,1.25,3.125,4.375,0.285714286,3
486,86,3,D,G1S,19.375,4.375,5.625,15,0.291666667,0
487,87,3,B,G2,38.18181818,0.909090909,1.818181818,37.27272727,0.024390244,1
488,88,3,A,G2,27.27272727,0,3.636363636,27.27272727,0,1
489,89,3,B,G1S,8.125,6.25,0.625,1.875,1,3
490,90,3,B,G2,6.363636364,3.636363636,0.909090909,2.727272727,1,3
491,91,3,D,G3,36.52173913,2.857142857,2.608695652,33.66459627,0.084870849,1
492,92,3,D,G1S,12.5,6.875,1.875,5.625,1,3
493,93,3,D,G2,3.636363636,4.545454545,5.454545455,11,0,0
494,94,3,B,G1D,15.71428571,2.142857143,7.857142857,13.57142857,0.157894737,0
495,95,3,D,G2,32.72727273,3.636363636,0.909090909,29.09090909,0.125,1
496,96,3,A,G2,33.63636364,0.909090909,8.181818182,32.72727273,0.027777778,1
497,97,3,B,G1D,26.42857143,1.428571429,0,25,0.057142857,1
498,98,3,C,G1S,26.875,1.875,2.5,25,0.075,1
499,99,3,B,G3,0,3.80952381,6.956521739,12,0,0
500,100,3,B,G1S,26.25,1.875,6.875,24.375,0.076923077,2
501,101,3,B,G1D,6.428571429,1.428571429,1.428571429,5,0.285714286,3
502,102,3,A,G1D,12.85714286,0.714285714,1.428571429,12.14285714,0.058823529,0
503,103,3,C,G1S,3.75,0,0.625,3.75,0,3
504,104,3,D,G1D,30.71428571,6.428571429,6.428571429,24.28571429,0.264705882,2
505,105,3,D,G1D,24.28571429,2.857142857,0.714285714,21.42857143,0.133333333,2
506,106,3,A,G1D,0.714285714,5,0.714285714,7,0,3
507,107,3,D,G1D,10.71428571,7.857142857,7.142857143,2.857142857,1,3
508,108,3,C,G1D,10.71428571,1.428571429,1.428571429,9.285714286,0.153846154,0
509,109,3,D,G1D,2.857142857,5.714285714,7.857142857,7,0,3
510,110,3,D,G2,0.909090909,4.545454545,8.181818182,11,0,0
511,111,3,C,G3,0.869565217,5.714285714,5.217391304,12,0,0
512,112,3,A,G2,27.27272727,9.090909091,1.818181818,18.18181818,0.5,2
513,113,3,B,G1S,1.25,3.125,3.75,4,0,3
514,114,3,D,G2,28.18181818,1.818181818,3.636363636,26.36363636,0.068965517,1
515,115,3,C,G3,18.26086957,0.952380952,2.608695652,17.30848861,0.055023923,2
516,116,3,D,G2,10.90909091,5.454545455,8.181818182,5.454545455,1,3
517,117,3,B,G1D,23.57142857,2.142857143,0,21.42857143,0.1,2
518,118,3,D,G1D,5.714285714,6.428571429,0,7,0,3
519,119,3,A,G1S,18.125,1.875,0.625,16.25,0.115384615,2
520,120,3,B,G1D,28.57142857,0,3.571428571,28.57142857,0,1
521,121,3,B,G2,19.09090909,4.545454545,3.636363636,14.54545455,0.3125,0
522,122,3,D,G3,17.39130435,9.523809524,6.086956522,7.867494824,1,3
523,123,3,C,G1S,21.25,2.5,1.875,18.75,0.133333333,2
524,124,3,D,G1D,27.14285714,2.857142857,2.142857143,24.28571429,0.117647059,2
525,125,3,D,G1S,24.375,4.375,3.75,20,0.21875,2
526,126,3,B,G3,22.60869565,4.761904762,9.565217391,17.84679089,0.266821346,2
527,127,3,A,G3,3.47826087,3.80952381,4.347826087,12,0,0
528,128,3,D,G1D,1.428571429,0,2.857142857,1.428571429,0,3
529,129,3,A,G2,26.36363636,3.636363636,10,22.72727273,0.16,2
530,130,3,C,G1S,19.375,6.25,0.625,13.125,0.476190476,0
531,131,3,D,G3,32.17391304,5.714285714,6.086956522,26.45962733,0.215962441,1
532,132,3,A,G1S,21.25,6.875,6.25,14.375,0.47826087,0
533,133,3,B,G1D,28.57142857,2.857142857,4.285714286,25.71428571,0.111111111,1
534,134,3,B,G1D,23.57142857,4.285714286,1.428571429,19.28571429,0.222222222,2
535,135,3,D,G2,39.09090909,2.727272727,6.363636364,36.36363636,0.075,1
536,136,3,B,G1S,2.5,3.75,4.375,4,0,3
537,137,3,D,G1D,8.571428571,4.285714286,7.142857143,4.285714286,1,3
538,138,3,A,G2,31.81818182,8.181818182,7.272727273,23.63636364,0.346153846,2
539,139,3,A,G2,4.545454545,6.363636364,8.181818182,11,0,0
540,140,3,A,G1D,22.14285714,0,3.571428571,22.14285714,0,2
541,141,3,A,G1S,11.25,0,1.25,11.25,0,0
542,142,3,C,G1D,16.42857143,7.857142857,1.428571429,8.571428571,0.916666667,0
543,143,3,D,G2,9.090909091,0.909090909,5.454545455,8.181818182,0.111111111,3
544,144,3,B,G3,30.43478261,8.571428571,4.347826087,21.86335404,0.392045455,2
545,145,3,A,G2,0,0,2.727272727,11,0,0
546,146,3,C,G2,16.36363636,5.454545455,0.909090909,10.90909091,0.5,0
547,147,3,C,G3,20,0,9.565217391,20,0,2
548,148,3,A,G1S,11.25,3.125,0.625,8.125,0.384615385,3
549,149,3,B,G2,19.09090909,2.727272727,0.909090909,16.36363636,0.166666667,2
550,150,3,B,G1D,7.142857143,0,4.285714286,7.142857143,0,3
551,151,3,D,G1D,18.57142857,4.285714286,2.857142857,14.28571429,0.3,0
552,152,3,D,G1S,7.5,1.875,0.625,5.625,0.333333333,3
553,153,3,C,G1S,23.125,6.25,1.875,16.875,0.37037037,2
554,154,3,B,G2,23.63636364,10,9.090909091,13.63636364,0.733333333,0
555,155,3,A,G2,30.90909091,7.272727273,10,23.63636364,0.307692308,2
556,156,3,A,G1D,4.285714286,0,7.857142857,4.285714286,0,3
557,157,3,A,G1S,18.75,0.625,3.125,18.125,0.034482759,2
558,158,3,B,G2,31.81818182,7.272727273,7.272727273,24.54545455,0.296296296,2
559,159,3,B,G1D,30.71428571,1.428571429,3.571428571,29.28571429,0.048780488,1
560,160,3,D,G2,0,1.818181818,10,11,0,0
561,161,3,A,G1D,5.714285714,7.142857143,0,7,0,3
562,162,3,B,G2,37.27272727,1.818181818,9.090909091,35.45454545,0.051282051,1
563,163,3,D,G3,16.52173913,1.904761905,6.086956522,14.61697723,0.130311615,0
564,164,3,A,G1D,7.142857143,7.857142857,1.428571429,7,0,3
565,165,3,B,G1S,3.75,2.5,1.875,1.25,1,3
566,166,3,B,G2,22.72727273,3.636363636,4.545454545,19.09090909,0.19047619,2
567,167,3,D,G1D,6.428571429,5.714285714,2.142857143,0.714285714,1,3
568,168,3,B,G1D,25.71428571,2.857142857,5,22.85714286,0.125,2
569,169,3,A,G1D,23.57142857,7.142857143,1.428571429,16.42857143,0.434782609,2
570,170,3,C,G1D,3.571428571,4.285714286,7.857142857,7,0,3
571,171,3,D,G3,11.30434783,1.904761905,0.869565217,9.399585921,0.202643172,0
572,172,3,D,G1S,11.25,2.5,5,8.75,0.285714286,0
573,173,3,D,G3,3.47826087,1.904761905,6.956521739,1.573498965,1,3
574,174,3,A,G1D,13.57142857,6.428571429,0,7.142857143,0.9,3
575,175,3,A,G3,3.47826087,9.523809524,0.869565217,12,0,0
576,176,3,A,G2,38.18181818,2.727272727,1.818181818,35.45454545,0.076923077,1
577,177,3,A,G2,33.63636364,6.363636364,0,27.27272727,0.233333333,1
578,178,3,C,G3,23.47826087,2.857142857,0.869565217,20.62111801,0.138554217,2
579,179,3,B,G1D,6.428571429,3.571428571,6.428571429,2.857142857,1,3
580,180,3,A,G1D,12.14285714,5.714285714,5,6.428571429,0.888888889,3
581,181,3,B,G3,22.60869565,5.714285714,0.869565217,16.89440994,0.338235294,2
582,182,3,A,G1D,17.14285714,5.714285714,2.142857143,11.42857143,0.5,0
583,183,3,A,G3,28.69565217,2.857142857,0,25.83850932,0.110576923,1
584,184,3,B,G1D,27.14285714,0.714285714,3.571428571,26.42857143,0.027027027,1
585,185,3,A,G3,21.73913043,3.80952381,6.086956522,17.92960663,0.212471132,2
586,186,3,D,G1D,30,3.571428571,7.142857143,26.42857143,0.135135135,1
587,187,3,C,G1D,15,3.571428571,4.285714286,11.42857143,0.3125,0
588,188,3,C,G2,21.81818182,4.545454545,1.818181818,17.27272727,0.263157895,2
589,189,3,B,G1S,0.625,3.75,6.875,4,0,3
590,190,3,D,G3,13.91304348,4.761904762,0.869565217,9.151138716,0.520361991,0
591,191,3,C,G2,32.72727273,8.181818182,1.818181818,24.54545455,0.333333333,2
592,192,3,C,G2,27.27272727,3.636363636,9.090909091,23.63636364,0.153846154,2
593,193,3,D,G1D,2.142857143,7.142857143,7.142857143,7,0,3
594,194,3,A,G2,20.90909091,10,0.909090909,10.90909091,0.916666667,0
595,195,3,B,G2,26.36363636,2.727272727,0.909090909,23.63636364,0.115384615,2
596,196,3,B,G1D,25,1.428571429,7.142857143,23.57142857,0.060606061,2
597,197,3,D,G1D,30.71428571,0.714285714,0,30,0.023809524,1
598,198,3,A,G1S,19.375,6.25,0.625,13.125,0.476190476,0
599,199,3,C,G1D,17.85714286,4.285714286,0,13.57142857,0.315789474,0
600,0,4,B,G1S,1.25,6.875,6.875,4,0,3
601,1,4,D,G1D,20.71428571,5.714285714,0,15,0.380952381,0
602,2,4,B,G1S,15,5,3.125,10,0.5,0
603,3,4,C,G3,6.086956522,6.666666667,1.739130435,12,0,0
604,4,4,A,G1S,16.25,5,6.875,11.25,0.444444444,0
605,5,4,B,G1S,3.125,6.25,5,4,0,3
606,6,4,D,G1D,22.85714286,1.428571429,7.142857143,21.42857143,0.066666667,2
607,7,4,D,G2,7.272727273,0,9.090909091,7.272727273,0,3
608,8,4,C,G1D,27.14285714,5.714285714,5,21.42857143,0.266666667,2
609,9,4,B,G1D,10,2.857142857,7.857142857,7.142857143,0.4,3
610,10,4,A,G1S,9.375,3.75,5,5.625,0.666666667,3
611,11,4,C,G1S,11.875,3.125,0,8.75,0.357142857,0
612,12,4,C,G2,28.18181818,3.636363636,8.181818182,24.54545455,0.148148148,2
613,13,4,D,G1D,4.285714286,2.857142857,5.714285714,1.428571429,1,3
614,14,4,D,G1D,8.571428571,6.428571429,5.714285714,2.142857143,1,3
615,15,4,B,G1S,8.75,5,1.875,3.75,1,3
616,16,4,B,G1S,26.25,0.625,2.5,25.625,0.024390244,1
617,17,4,C,G1D,5,1.428571429,3.571428571,3.571428571,0.4,3
618,18,4,D,G1S,7.5,1.875,6.875,5.625,0.333333333,3
619,19,4,C,G2,7.272727273,6.363636364,10,0.909090909,1,3
620,20,4,C,G1S,17.5,3.125,3.75,14.375,0.217391304,0
621,21,4,B,G1S,16.25,1.25,3.125,15,0.083333333,0
622,22,4,D,G2,11.81818182,5.454545455,3.636363636,6.363636364,0.857142857,3
623,23,4,C,G1D,6.428571429,0,6.428571429,6.428571429,0,3
624,24,4,D,G3,0.869565217,3.80952381,6.086956522,12,0,0
625,25,4,B,G3,15.65217391,7.619047619,2.608695652,8.033126294,0.948453608,3
626,26,4,D,G1S,7.5,6.875,0.625,0.625,1,3
627,27,4,A,G2,10.90909091,10,8.181818182,0.909090909,1,3
628,28,4,A,G3,20.86956522,9.523809524,0,11.34575569,0.839416058,0
629,29,4,C,G1D,0,5.714285714,2.857142857,7,0,3
630,30,4,D,G3,4.347826087,3.80952381,9.565217391,0.538302277,1,3
631,31,4,D,G3,7.826086957,1.904761905,6.086956522,5.921325052,0.321678322,3
632,32,4,A,G3,27.82608696,0,9.565217391,27.82608696,0,1
633,33,4,A,G1D,21.42857143,2.857142857,0.714285714,18.57142857,0.153846154,2
634,34,4,A,G1S,1.25,4.375,6.875,4,0,3
635,35,4,B,G2,18.18181818,10,6.363636364,8.181818182,1,3
636,36,4,A,G1D,25,0.714285714,1.428571429,24.28571429,0.029411765,2
637,37,4,B,G3,8.695652174,10.47619048,9.565217391,12,0,0
638,38,4,A,G3,17.39130435,6.666666667,6.086956522,10.72463768,0.621621622,0
639,39,4,B,G2,16.36363636,5.454545455,10,10.90909091,0.5,0
640,40,4,A,G3,26.08695652,10.47619048,9.565217391,15.61076605,0.671087533,0
641,41,4,D,G1S,12.5,0,3.75,12.5,0,0
642,42,4,B,G3,0.869565217,4.761904762,7.826086957,12,0,0
643,43,4,C,G2,9.090909091,6.363636364,7.272727273,2.727272727,1,3
644,44,4,B,G1D,7.142857143,5.714285714,0.714285714,1.428571429,1,3
645,45,4,B,G1S,11.25,3.75,5,7.5,0.5,3
646,46,4,C,G1S,4.375,0.625,3.75,3.75,0.166666667,3
647,47,4,C,G1D,6.428571429,0,2.857142857,6.428571429,0,3
648,48,4,C,G1D,25.71428571,0,7.857142857,25.71428571,0,1
649,49,4,C,G1D,11.42857143,4.285714286,1.428571429,7.142857143,0.6,3
650,50,4,B,G3,8.695652174,9.523809524,3.47826087,12,0,0
651,51,4,A,G1D,0.714285714,2.142857143,1.428571429,7,0,3
652,52,4,D,G3,33.91304348,7.619047619,3.47826087,26.29399586,0.28976378,1
653,53,4,B,G1S,6.875,6.875,6.25,4,0,3
654,54,4,A,G1D,12.14285714,5,2.857142857,7.142857143,0.7,3
655,55,4,C,G3,28.69565217,3.80952381,1.739130435,24.88612836,0.153078203,1
656,56,4,C,G3,13.91304348,0.952380952,4.347826087,12.96066253,0.073482428,0
657,57,4,D,G2,13.63636364,2.727272727,1.818181818,10.90909091,0.25,0
658,58,4,A,G1S,4.375,1.25,4.375,3.125,0.4,3
659,59,4,B,G2,12.72727273,10,7.272727273,2.727272727,1,3
660,60,4,A,G1D,17.85714286,2.142857143,0,15.71428571,0.136363636,0
661,61,4,C,G1S,11.875,3.125,6.875,8.75,0.357142857,0
662,62,4,C,G3,19.13043478,0.952380952,6.086956522,18.17805383,0.0523918,2
663,63,4,B,G3,26.95652174,10.47619048,1.739130435,16.48033126,0.635678392,2
664,64,4,B,G3,26.08695652,1.904761905,4.347826087,24.18219462,0.078767123,2
665,65,4,C,G1D,29.28571429,2.142857143,7.142857143,27.14285714,0.078947368,1
666,66,4,A,G1S,18.75,5,1.875,13.75,0.363636364,0
667,67,4,C,G3,26.08695652,9.523809524,5.217391304,16.563147,0.575,2
668,68,4,D,G2,7.272727273,5.454545455,6.363636364,1.818181818,1,3
669,69,4,A,G3,28.69565217,9.523809524,7.826086957,19.17184265,0.496760259,2
670,70,4,D,G2,32.72727273,6.363636364,0,26.36363636,0.24137931,1
671,71,4,A,G3,16.52173913,0.952380952,2.608695652,15.56935818,0.061170213,0
672,72,4,D,G1D,27.14285714,5.714285714,7.857142857,21.42857143,0.266666667,2
673,73,4,B,G1S,19.375,0,1.25,19.375,0,2
674,74,4,D,G1D,27.85714286,0.714285714,7.857142857,27.14285714,0.026315789,1
675,75,4,A,G2,3.636363636,8.181818182,4.545454545,11,0,0
676,76,4,A,G1S,16.25,4.375,5,11.875,0.368421053,0
677,77,4,C,G1D,16.42857143,7.142857143,0.714285714,9.285714286,0.769230769,0
678,78,4,B,G1D,10,0.714285714,5,9.285714286,0.076923077,0
679,79,4,A,G2,5.454545455,6.363636364,7.272727273,11,0,0
680,80,4,D,G2,2.727272727,9.090909091,7.272727273,11,0,0
681,81,4,A,G3,6.086956522,9.523809524,0.869565217,12,0,0
682,82,4,C,G1D,17.14285714,6.428571429,5.714285714,10.71428571,0.6,0
683,83,4,D,G1D,25.71428571,7.857142857,0.714285714,17.85714286,0.44,2
684,84,4,C,G1D,16.42857143,7.142857143,7.142857143,9.285714286,0.769230769,0
685,85,4,D,G1S,19.375,0,4.375,19.375,0,2
686,86,4,D,G1S,23.125,3.125,4.375,20,0.15625,2
687,87,4,B,G2,1.818181818,1.818181818,3.636363636,11,0,0
688,88,4,A,G2,0,0.909090909,2.727272727,11,0,0
689,89,4,B,G1S,2.5,3.125,6.25,4,0,3
690,90,4,B,G2,8.181818182,6.363636364,6.363636364,1.818181818,1,3
691,91,4,D,G3,35.65217391,4.761904762,7.826086957,30.89026915,0.154155496,1
692,92,4,D,G1S,21.25,5.625,6.875,15.625,0.36,0
693,93,4,D,G2,12.72727273,8.181818182,7.272727273,4.545454545,1,3
694,94,4,B,G1D,27.14285714,2.142857143,0,25,0.085714286,1
695,95,4,D,G2,21.81818182,5.454545455,8.181818182,16.36363636,0.333333333,2
696,96,4,A,G2,10,9.090909091,1.818181818,0.909090909,1,3
697,97,4,B,G1D,24.28571429,4.285714286,0,20,0.214285714,2
698,98,4,C,G1S,5,3.125,1.875,1.875,1,3
699,99,4,B,G3,15.65217391,0,5.217391304,15.65217391,0,0
700,100,4,B,G1S,5,5,6.875,4,0,3
701,101,4,B,G1D,14.28571429,3.571428571,5,10.71428571,0.333333333,0
702,102,4,A,G1D,1.428571429,7.857142857,3.571428571,7,0,3
703,103,4,C,G1S,23.125,3.125,5,20,0.15625,2
704,104,4,D,G1D,19.28571429,5,0,14.28571429,0.35,0
705,105,4,D,G1D,18.57142857,0.714285714,5,17.85714286,0.04,2
706,106,4,A,G1D,19.28571429,0,2.142857143,19.28571429,0,2
707,107,4,D,G1D,2.857142857,0,7.142857143,2.857142857,0,3
708,108,4,C,G1D,20.71428571,5.714285714,4.285714286,15,0.380952381,0
709,109,4,D,G1D,26.42857143,5.714285714,3.571428571,20.71428571,0.275862069,2
710,110,4,D,G2,38.18181818,10,9.090909091,28.18181818,0.35483871,1
711,111,4,C,G3,33.04347826,6.666666667,6.086956522,26.37681159,0.252747253,1
712,112,4,A,G2,39.09090909,0.909090909,10,38.18181818,0.023809524,1
713,113,4,B,G1S,15,0,5.625,15,0,0
714,114,4,D,G2,35.45454545,0.909090909,6.363636364,34.54545455,0.026315789,1
715,115,4,C,G3,33.91304348,7.619047619,7.826086957,26.29399586,0.28976378,1
716,116,4,D,G2,6.363636364,10,8.181818182,11,0,0
717,117,4,B,G1D,19.28571429,7.142857143,3.571428571,12.14285714,0.588235294,0
718,118,4,D,G1D,11.42857143,7.142857143,1.428571429,4.285714286,1,3
719,119,4,A,G1S,26.875,3.75,0.625,23.125,0.162162162,2
720,120,4,B,G1D,2.857142857,5.714285714,4.285714286,7,0,3
721,121,4,B,G2,6.363636364,10,0,11,0,0
722,122,4,D,G3,5.217391304,6.666666667,3.47826087,12,0,0
723,123,4,C,G1S,5,5.625,1.875,4,0,3
724,124,4,D,G1D,15,7.142857143,0,7.857142857,0.909090909,3
725,125,4,D,G1S,11.25,3.125,1.875,8.125,0.384615385,3
726,126,4,B,G3,23.47826087,8.571428571,3.47826087,14.9068323,0.575,0
727,127,4,A,G3,15.65217391,0.952380952,0.869565217,14.69979296,0.064788732,0
728,128,4,D,G1D,26.42857143,3.571428571,0.714285714,22.85714286,0.15625,2
729,129,4,A,G2,28.18181818,9.090909091,0,19.09090909,0.476190476,2
730,130,4,C,G1S,3.75,3.75,5.625,4,0,3
731,131,4,D,G3,33.04347826,8.571428571,6.956521739,24.47204969,0.350253807,2
732,132,4,A,G1S,21.25,3.75,3.75,17.5,0.214285714,2
733,133,4,B,G1D,1.428571429,6.428571429,5,7,0,3
734,134,4,B,G1D,22.85714286,0,0,22.85714286,0,2
735,135,4,D,G2,0,5.454545455,3.636363636,11,0,0
736,136,4,B,G1S,17.5,6.875,4.375,10.625,0.647058824,0
737,137,4,D,G1D,30,1.428571429,7.857142857,28.57142857,0.05,1
